benchmark,dbms,schema_config,transaction_id,name,framework,path,concurrency,duration_s,committed,aborted,abort_pct,qpm,qps,p50_ms,p95_ms,note
tpcc,postgresql,non-indexed,T4,Delivery,sqlalchemy,sql,32,60,3608,0,0.0,3578.9,59.65,477.961,1602.161,new_order 907877 -> 876684
tpcc,postgresql,non-indexed,T5,Stock-Level,django,orm,32,60,10531,0,0.0,10496.5,174.94,200.949,375.269,
tpcc,postgresql,non-indexed,T5,Stock-Level,django,sql,32,60,63116,0,0.0,63038.2,1050.64,34.439,51.156,
tpcc,postgresql,non-indexed,T5,Stock-Level,sqlalchemy,orm,32,60,12920,0,0.0,12897.8,214.96,165.069,294.174,
tpcc,postgresql,non-indexed,T5,Stock-Level,sqlalchemy,sql,32,60,30655,0,0.0,30624.4,510.41,69.353,124.495,
tpcc,postgresql,non-indexed,T1,New-Order,django,orm,50,60,2635,0,0.0,2599.9,43.33,1214.121,2585.27,
tpcc,postgresql,non-indexed,T1,New-Order,django,sql,50,60,18168,0,0.0,18003.5,300.06,173.29,372.582,
tpcc,postgresql,non-indexed,T1,New-Order,sqlalchemy,orm,50,60,2539,0,0.0,2503.1,41.72,1268.177,2570.821,
tpcc,postgresql,non-indexed,T1,New-Order,sqlalchemy,sql,50,60,5585,0,0.0,5548.1,92.47,581.82,1176.016,
tpcc,postgresql,non-indexed,T2,Payment,django,orm,50,60,8914,2173,19.6,8877.4,147.96,260.88,1089.993,"OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c"
tpcc,postgresql,non-indexed,T2,Payment,django,sql,50,60,63205,2952,4.46,62928.3,1048.81,32.843,174.482,"OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c"
tpcc,postgresql,non-indexed,T2,Payment,sqlalchemy,orm,50,60,10782,0,0.0,10750.2,179.17,279.872,683.228,
tpcc,postgresql,non-indexed,T2,Payment,sqlalchemy,sql,50,60,33709,0,0.0,33655.8,560.93,65.476,317.693,
tpcc,postgresql,non-indexed,T3,Order-Status,django,orm,50,60,18110,912,4.79,18039.7,300.66,176.026,353.84,"OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c"
tpcc,postgresql,non-indexed,T3,Order-Status,django,sql,50,60,45828,415,0.9,45494.1,758.23,62.554,162.202,"OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c"
tpcc,postgresql,non-indexed,T3,Order-Status,sqlalchemy,orm,50,60,20433,0,0.0,20391.0,339.85,163.719,294.856,
tpcc,postgresql,non-indexed,T3,Order-Status,sqlalchemy,sql,50,60,49606,0,0.0,49580.8,826.35,61.564,144.378,
tpcc,postgresql,non-indexed,T4,Delivery,django,orm,50,60,1060,2519,70.38,1014.4,16.91,2564.735,8543.011,"OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c | new_order 936804 -> 927994"
tpcc,postgresql,non-indexed,T4,Delivery,django,sql,50,60,7838,1741,18.18,7712.9,128.55,331.163,1155.634,"OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c | new_order 936804 -> 871543"
tpcc,postgresql,non-indexed,T4,Delivery,sqlalchemy,orm,50,60,977,0,0.0,928.0,15.47,2717.307,9855.675,new_order 936804 -> 928625
tpcc,postgresql,non-indexed,T4,Delivery,sqlalchemy,sql,50,60,3606,0,0.0,3553.4,59.22,726.413,2584.014,new_order 936804 -> 906730
tpcc,postgresql,non-indexed,T5,Stock-Level,django,orm,50,60,10403,646,5.85,10369.4,172.82,310.729,602.241,"OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c"
tpcc,postgresql,non-indexed,T5,Stock-Level,django,sql,50,60,59387,533,0.89,59036.0,983.93,56.101,73.681,"OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c; OperationalError: connection to server at ""127.0.0.1"", port 5432 failed: FATAL:  sorry, too many c"
tpcc,postgresql,non-indexed,T5,Stock-Level,sqlalchemy,orm,50,60,12694,0,0.0,12657.0,210.95,260.242,489.522,
tpcc,postgresql,non-indexed,T5,Stock-Level,sqlalchemy,sql,50,60,31045,0,0.0,31009.6,516.83,107.908,195.201,
