benchmark,orm,query_id,query_name,dbms,schema_config,scale_factor,direct_sql_execution_s,total_orm_execution_s,overhead_percentage,rows_returned,sql_status,orm_status,status_note,campaign_id
tpch,DJANGO,Q01,Pricing Summary Report,PostgreSQL,Indexed,1,10.163579,10.17452,0.04,4,ok,ok,,sf1
tpch,SQLALCHEMY,Q01,Pricing Summary Report,PostgreSQL,Indexed,1,10.164513,10.180708,0.07,4,ok,ok,,sf1
tpch,DJANGO,Q02,Minimum Cost Supplier,PostgreSQL,Indexed,1,0.316739,0.225085,-30.22,100,ok,ok,,sf1
tpch,SQLALCHEMY,Q02,Minimum Cost Supplier,PostgreSQL,Indexed,1,0.352183,0.356488,1.0,100,ok,ok,,sf1
tpch,DJANGO,Q03,Shipping Priority,PostgreSQL,Indexed,1,1.913922,1.916311,0.15,10,ok,ok,,sf1
tpch,SQLALCHEMY,Q03,Shipping Priority,PostgreSQL,Indexed,1,1.921493,1.921545,0.04,10,ok,ok,,sf1
tpch,DJANGO,Q04,Order Priority Checking,PostgreSQL,Indexed,1,0.291576,0.306331,4.98,5,ok,ok,,sf1
tpch,SQLALCHEMY,Q04,Order Priority Checking,PostgreSQL,Indexed,1,0.29272,0.294195,0.03,5,ok,ok,,sf1
tpch,DJANGO,Q05,Local Supplier Volume,PostgreSQL,Indexed,1,0.460211,0.462669,0.55,5,ok,ok,,sf1
tpch,SQLALCHEMY,Q05,Local Supplier Volume,PostgreSQL,Indexed,1,0.461016,0.464925,0.67,5,ok,ok,,sf1
tpch,DJANGO,Q06,Forecasting Revenue Change,PostgreSQL,Indexed,1,0.207223,0.208122,0.59,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q06,Forecasting Revenue Change,PostgreSQL,Indexed,1,0.207383,0.208133,0.48,1,ok,ok,,sf1
tpch,DJANGO,Q07,Volume Shipping,PostgreSQL,Indexed,1,0.801146,0.802492,0.29,4,ok,ok,,sf1
tpch,SQLALCHEMY,Q07,Volume Shipping,PostgreSQL,Indexed,1,0.797839,0.803064,0.74,4,ok,ok,,sf1
tpch,DJANGO,Q08,National Market Share,PostgreSQL,Indexed,1,0.351637,0.3567,1.94,2,ok,ok,,sf1
tpch,SQLALCHEMY,Q08,National Market Share,PostgreSQL,Indexed,1,0.352197,0.353895,0.76,2,ok,ok,,sf1
tpch,DJANGO,Q09,Product Type Profit Measure,PostgreSQL,Indexed,1,4.449879,4.74722,5.95,175,ok,ok,,sf1
tpch,SQLALCHEMY,Q09,Product Type Profit Measure,PostgreSQL,Indexed,1,4.460918,4.482229,0.09,175,ok,ok,,sf1
tpch,DJANGO,Q10,Returned Item Reporting,PostgreSQL,Indexed,1,1.901996,1.990947,4.94,20,ok,ok,,sf1
tpch,SQLALCHEMY,Q10,Returned Item Reporting,PostgreSQL,Indexed,1,1.893826,1.8976,-0.03,20,ok,ok,,sf1
tpch,DJANGO,Q11,Important Stock Identification,PostgreSQL,Indexed,1,0.126327,0.130442,2.68,1048,ok,ok,,sf1
tpch,SQLALCHEMY,Q11,Important Stock Identification,PostgreSQL,Indexed,1,0.129431,0.133898,3.34,1048,ok,ok,,sf1
tpch,DJANGO,Q12,Shipping Modes and Order Priority,PostgreSQL,Indexed,1,0.686062,0.688387,0.39,2,ok,ok,,sf1
tpch,SQLALCHEMY,Q12,Shipping Modes and Order Priority,PostgreSQL,Indexed,1,0.686429,0.687852,0.16,2,ok,ok,,sf1
tpch,DJANGO,Q13,Customer Distribution,PostgreSQL,Indexed,1,1.879164,3.379596,79.84,42,ok,ok,,sf1
tpch,SQLALCHEMY,Q13,Customer Distribution,PostgreSQL,Indexed,1,1.895995,1.901768,0.06,42,ok,ok,,sf1
tpch,DJANGO,Q14,Promotion Effect,PostgreSQL,Indexed,1,0.2396,0.241866,0.88,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q14,Promotion Effect,PostgreSQL,Indexed,1,0.257099,0.258491,0.68,1,ok,ok,,sf1
tpch,DJANGO,Q15,Top Supplier,PostgreSQL,Indexed,1,0.346346,0.667145,92.45,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q15,Top Supplier,PostgreSQL,Indexed,1,0.683817,0.686219,0.17,1,ok,ok,,sf1
tpch,DJANGO,Q16,Parts/Supplier Relationship,PostgreSQL,Indexed,1,1.069355,1.080365,0.82,18314,ok,ok,,sf1
tpch,SQLALCHEMY,Q16,Parts/Supplier Relationship,PostgreSQL,Indexed,1,1.122071,1.14762,2.48,18314,ok,ok,,sf1
tpch,DJANGO,Q17,Small-Quantity-Order Revenue,PostgreSQL,Indexed,1,1.287189,0.538689,-58.4,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q17,Small-Quantity-Order Revenue,PostgreSQL,Indexed,1,1.275394,1.282639,0.4,1,ok,ok,,sf1
tpch,DJANGO,Q18,Large Volume Customer,PostgreSQL,Indexed,1,3.789314,3.793276,0.1,57,ok,ok,,sf1
tpch,SQLALCHEMY,Q18,Large Volume Customer,PostgreSQL,Indexed,1,3.818574,3.822402,0.24,57,ok,ok,,sf1
tpch,DJANGO,Q19,Discounted Revenue,PostgreSQL,Indexed,1,0.083714,0.088923,6.17,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q19,Discounted Revenue,PostgreSQL,Indexed,1,0.086233,0.087474,1.12,1,ok,ok,,sf1
tpch,DJANGO,Q20,Potential Part Promotion,PostgreSQL,Indexed,1,0.932957,0.938339,0.67,186,ok,ok,,sf1
tpch,SQLALCHEMY,Q20,Potential Part Promotion,PostgreSQL,Indexed,1,0.944322,0.945165,0.04,186,ok,ok,,sf1
tpch,DJANGO,Q21,Suppliers Who Kept Orders Waiting,PostgreSQL,Indexed,1,1.013692,1.024926,1.22,100,ok,ok,,sf1
tpch,SQLALCHEMY,Q21,Suppliers Who Kept Orders Waiting,PostgreSQL,Indexed,1,1.017181,1.023068,0.62,100,ok,ok,,sf1
tpch,DJANGO,Q22,Global Sales Opportunity,PostgreSQL,Indexed,1,0.229905,0.326572,41.99,7,ok,ok,,sf1
tpch,SQLALCHEMY,Q22,Global Sales Opportunity,PostgreSQL,Indexed,1,0.231773,0.234067,1.02,7,ok,ok,,sf1
tpcc,DJANGO,T1,New-Order,PostgreSQL,Indexed,1,0.019842,0.035813,80.49,1,ok,ok,"drift: new_order +16, order +16, order_line +148 | drift: new_order +16, order +16, order_line +148",sf1
tpcc,SQLALCHEMY,T1,New-Order,PostgreSQL,Indexed,1,0.033186,0.064493,94.34,1,ok,ok,"drift: new_order +16, order +16, order_line +148 | drift: new_order +16, order +16, order_line +148",sf1
tpcc,DJANGO,T2,Payment,PostgreSQL,Indexed,1,0.004643,0.012958,179.09,1,ok,ok,drift: history +16 | drift: history +16,sf1
tpcc,SQLALCHEMY,T2,Payment,PostgreSQL,Indexed,1,0.005594,0.011715,109.42,1,ok,ok,drift: history +16 | drift: history +16,sf1
tpcc,DJANGO,T3,Order-Status,PostgreSQL,Indexed,1,0.015955,0.018927,18.63,1,ok,ok,,sf1
tpcc,SQLALCHEMY,T3,Order-Status,PostgreSQL,Indexed,1,0.014402,0.018669,29.63,1,ok,ok,,sf1
tpcc,DJANGO,T4,Delivery,PostgreSQL,Indexed,1,0.045671,0.109581,139.94,1,ok,ok,drift: new_order -160 | drift: new_order -160,sf1
tpcc,SQLALCHEMY,T4,Delivery,PostgreSQL,Indexed,1,0.047447,0.135158,184.86,1,ok,ok,drift: new_order -160 | drift: new_order -160,sf1
tpcc,DJANGO,T5,Stock-Level,PostgreSQL,Indexed,1,0.073284,0.084002,14.63,1,ok,ok,,sf1
tpcc,SQLALCHEMY,T5,Stock-Level,PostgreSQL,Indexed,1,0.060732,0.065629,8.06,1,ok,ok,,sf1
tpch,DJANGO,Q01,Pricing Summary Report,PostgreSQL,Non-Indexed,1,10.042446,10.044546,0.08,4,ok,ok,,sf1
tpch,SQLALCHEMY,Q01,Pricing Summary Report,PostgreSQL,Non-Indexed,1,9.99841,10.006196,0.02,4,ok,ok,,sf1
tpch,DJANGO,Q02,Minimum Cost Supplier,PostgreSQL,Non-Indexed,1,0.417826,0.268808,-35.4,100,ok,ok,,sf1
tpch,SQLALCHEMY,Q02,Minimum Cost Supplier,PostgreSQL,Non-Indexed,1,0.418237,0.42088,0.78,100,ok,ok,,sf1
tpch,DJANGO,Q03,Shipping Priority,PostgreSQL,Non-Indexed,1,2.025232,2.025037,0.1,10,ok,ok,,sf1
tpch,SQLALCHEMY,Q03,Shipping Priority,PostgreSQL,Non-Indexed,1,2.03754,2.031285,0.08,10,ok,ok,,sf1
tpch,DJANGO,Q04,Order Priority Checking,PostgreSQL,Non-Indexed,1,2.071712,2.086951,0.74,5,ok,ok,,sf1
tpch,SQLALCHEMY,Q04,Order Priority Checking,PostgreSQL,Non-Indexed,1,2.078492,2.076464,-0.05,5,ok,ok,,sf1
tpch,DJANGO,Q05,Local Supplier Volume,PostgreSQL,Non-Indexed,1,1.51193,1.513114,0.28,5,ok,ok,,sf1
tpch,SQLALCHEMY,Q05,Local Supplier Volume,PostgreSQL,Non-Indexed,1,1.515169,1.516455,0.03,5,ok,ok,,sf1
tpch,DJANGO,Q06,Forecasting Revenue Change,PostgreSQL,Non-Indexed,1,1.390313,2.026567,45.3,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q06,Forecasting Revenue Change,PostgreSQL,Non-Indexed,1,1.393549,1.392862,-0.03,1,ok,ok,,sf1
tpch,DJANGO,Q07,Volume Shipping,PostgreSQL,Non-Indexed,1,1.858854,1.855606,-0.01,4,ok,ok,,sf1
tpch,SQLALCHEMY,Q07,Volume Shipping,PostgreSQL,Non-Indexed,1,1.848758,1.851964,0.0,4,ok,ok,,sf1
tpch,DJANGO,Q08,National Market Share,PostgreSQL,Non-Indexed,1,1.331893,1.335088,0.52,2,ok,ok,,sf1
tpch,SQLALCHEMY,Q08,National Market Share,PostgreSQL,Non-Indexed,1,1.32758,1.331531,0.4,2,ok,ok,,sf1
tpch,DJANGO,Q09,Product Type Profit Measure,PostgreSQL,Non-Indexed,1,4.785915,4.545746,-4.91,175,ok,ok,,sf1
tpch,SQLALCHEMY,Q09,Product Type Profit Measure,PostgreSQL,Non-Indexed,1,4.805573,4.788318,0.04,175,ok,ok,,sf1
tpch,DJANGO,Q10,Returned Item Reporting,PostgreSQL,Non-Indexed,1,2.080151,2.166502,3.75,20,ok,ok,,sf1
tpch,SQLALCHEMY,Q10,Returned Item Reporting,PostgreSQL,Non-Indexed,1,2.09624,2.100999,0.23,20,ok,ok,,sf1
tpch,DJANGO,Q11,Important Stock Identification,PostgreSQL,Non-Indexed,1,0.346117,0.346542,0.0,1048,ok,ok,,sf1
tpch,SQLALCHEMY,Q11,Important Stock Identification,PostgreSQL,Non-Indexed,1,0.348239,0.352728,1.38,1048,ok,ok,,sf1
tpch,DJANGO,Q12,Shipping Modes and Order Priority,PostgreSQL,Non-Indexed,1,2.556484,1.998092,-21.71,2,ok,ok,,sf1
tpch,SQLALCHEMY,Q12,Shipping Modes and Order Priority,PostgreSQL,Non-Indexed,1,2.58222,2.563925,-0.26,2,ok,ok,,sf1
tpch,DJANGO,Q13,Customer Distribution,PostgreSQL,Non-Indexed,1,1.89413,,,,ok,timeout,"censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6)",sf1
tpch,SQLALCHEMY,Q13,Customer Distribution,PostgreSQL,Non-Indexed,1,1.887921,1.918851,0.16,42,ok,ok,,sf1
tpch,DJANGO,Q14,Promotion Effect,PostgreSQL,Non-Indexed,1,1.363792,1.364864,0.09,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q14,Promotion Effect,PostgreSQL,Non-Indexed,1,1.363625,1.367598,0.01,1,ok,ok,,sf1
tpch,DJANGO,Q15,Top Supplier,PostgreSQL,Non-Indexed,1,1.454973,2.809995,93.05,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q15,Top Supplier,PostgreSQL,Non-Indexed,1,2.829553,2.842079,0.27,1,ok,ok,,sf1
tpch,DJANGO,Q16,Parts/Supplier Relationship,PostgreSQL,Non-Indexed,1,1.070997,1.080574,0.74,18314,ok,ok,,sf1
tpch,SQLALCHEMY,Q16,Parts/Supplier Relationship,PostgreSQL,Non-Indexed,1,1.114053,1.136681,1.85,18314,ok,ok,,sf1
tpch,DJANGO,Q17,Small-Quantity-Order Revenue,PostgreSQL,Non-Indexed,1,,,,,timeout,timeout,"censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6) | censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6)",sf1
tpch,SQLALCHEMY,Q17,Small-Quantity-Order Revenue,PostgreSQL,Non-Indexed,1,,,,,timeout,timeout,"censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6) | censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6)",sf1
tpch,DJANGO,Q18,Large Volume Customer,PostgreSQL,Non-Indexed,1,10.335612,10.237822,-0.59,57,ok,ok,,sf1
tpch,SQLALCHEMY,Q18,Large Volume Customer,PostgreSQL,Non-Indexed,1,10.204751,10.188498,0.06,57,ok,ok,,sf1
tpch,DJANGO,Q19,Discounted Revenue,PostgreSQL,Non-Indexed,1,2.282607,2.293691,0.48,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q19,Discounted Revenue,PostgreSQL,Non-Indexed,1,2.283154,2.287718,-0.04,1,ok,ok,,sf1
tpch,DJANGO,Q20,Potential Part Promotion,PostgreSQL,Non-Indexed,1,,,,,timeout,timeout,"censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6) | censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6)",sf1
tpch,SQLALCHEMY,Q20,Potential Part Promotion,PostgreSQL,Non-Indexed,1,,,,,timeout,timeout,"censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6) | censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6)",sf1
tpch,DJANGO,Q21,Suppliers Who Kept Orders Waiting,PostgreSQL,Non-Indexed,1,,,,,timeout,timeout,"censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6) | censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6)",sf1
tpch,SQLALCHEMY,Q21,Suppliers Who Kept Orders Waiting,PostgreSQL,Non-Indexed,1,,,,,timeout,timeout,"censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6) | censored: exceeded the 900 s ceiling in warmup, recorded as a one-sided bound (section 6)",sf1
tpch,DJANGO,Q22,Global Sales Opportunity,PostgreSQL,Non-Indexed,1,0.475742,0.569808,19.76,7,ok,ok,,sf1
tpch,SQLALCHEMY,Q22,Global Sales Opportunity,PostgreSQL,Non-Indexed,1,0.477383,0.482005,0.94,7,ok,ok,,sf1
tpcc,DJANGO,T1,New-Order,PostgreSQL,Non-Indexed,1,0.021879,0.055748,154.8,1,ok,ok,"drift: new_order +16, order +16, order_line +171 | drift: new_order +16, order +16, order_line +171",sf1
tpcc,SQLALCHEMY,T1,New-Order,PostgreSQL,Non-Indexed,1,0.029692,0.047276,59.22,1,ok,ok,"drift: new_order +16, order +16, order_line +171 | drift: new_order +16, order +16, order_line +171",sf1
tpcc,DJANGO,T2,Payment,PostgreSQL,Non-Indexed,1,0.005056,0.012383,144.92,1,ok,ok,drift: history +16 | drift: history +16,sf1
tpcc,SQLALCHEMY,T2,Payment,PostgreSQL,Non-Indexed,1,0.006133,0.011967,95.12,1,ok,ok,drift: history +16 | drift: history +16,sf1
tpcc,DJANGO,T3,Order-Status,PostgreSQL,Non-Indexed,1,0.004905,0.009398,91.6,1,ok,ok,,sf1
tpcc,SQLALCHEMY,T3,Order-Status,PostgreSQL,Non-Indexed,1,0.008543,0.020072,134.95,1,ok,ok,,sf1
tpcc,DJANGO,T4,Delivery,PostgreSQL,Non-Indexed,1,0.027693,0.095688,245.53,1,ok,ok,drift: new_order -160 | drift: new_order -160,sf1
tpcc,SQLALCHEMY,T4,Delivery,PostgreSQL,Non-Indexed,1,0.044285,0.132728,199.71,1,ok,ok,drift: new_order -160 | drift: new_order -160,sf1
tpcc,DJANGO,T5,Stock-Level,PostgreSQL,Non-Indexed,1,0.06753,0.090448,33.94,1,ok,ok,,sf1
tpcc,SQLALCHEMY,T5,Stock-Level,PostgreSQL,Non-Indexed,1,0.073641,0.073815,0.24,1,ok,ok,,sf1
tpch,DJANGO,Q01,Pricing Summary Report,MySQL,Indexed,1,24.981768,24.974536,0.01,4,ok,ok,,sf1
tpch,SQLALCHEMY,Q01,Pricing Summary Report,MySQL,Indexed,1,24.864952,24.775829,-0.11,4,ok,ok,,sf1
tpch,DJANGO,Q02,Minimum Cost Supplier,MySQL,Indexed,1,0.243176,0.247358,1.8,100,ok,ok,,sf1
tpch,SQLALCHEMY,Q02,Minimum Cost Supplier,MySQL,Indexed,1,0.245065,0.24862,1.49,100,ok,ok,,sf1
tpch,DJANGO,Q03,Shipping Priority,MySQL,Indexed,1,6.557593,6.566944,0.1,10,ok,ok,,sf1
tpch,SQLALCHEMY,Q03,Shipping Priority,MySQL,Indexed,1,6.586994,6.590869,-0.1,10,ok,ok,,sf1
tpch,DJANGO,Q04,Order Priority Checking,MySQL,Indexed,1,0.843634,0.843414,0.13,5,ok,ok,,sf1
tpch,SQLALCHEMY,Q04,Order Priority Checking,MySQL,Indexed,1,0.845402,0.845816,0.05,5,ok,ok,,sf1
tpch,DJANGO,Q05,Local Supplier Volume,MySQL,Indexed,1,3.023919,3.033098,0.3,5,ok,ok,,sf1
tpch,SQLALCHEMY,Q05,Local Supplier Volume,MySQL,Indexed,1,3.021313,3.019306,-0.04,5,ok,ok,,sf1
tpch,DJANGO,Q06,Forecasting Revenue Change,MySQL,Indexed,1,6.523725,7.633888,17.28,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q06,Forecasting Revenue Change,MySQL,Indexed,1,6.584696,6.686163,1.52,1,ok,ok,,sf1
tpch,DJANGO,Q07,Volume Shipping,MySQL,Indexed,1,4.303939,4.059048,-5.43,4,ok,ok,,sf1
tpch,SQLALCHEMY,Q07,Volume Shipping,MySQL,Indexed,1,4.336708,4.343997,0.36,4,ok,ok,,sf1
tpch,DJANGO,Q08,National Market Share,MySQL,Indexed,1,0.755663,0.757246,0.21,2,ok,ok,,sf1
tpch,SQLALCHEMY,Q08,National Market Share,MySQL,Indexed,1,0.774261,0.778589,0.51,2,ok,ok,,sf1
tpch,DJANGO,Q09,Product Type Profit Measure,MySQL,Indexed,1,6.517319,7.383826,13.56,175,ok,ok,,sf1
tpch,SQLALCHEMY,Q09,Product Type Profit Measure,MySQL,Indexed,1,6.475212,6.421803,-0.82,175,ok,ok,,sf1
tpch,DJANGO,Q10,Returned Item Reporting,MySQL,Indexed,1,3.251884,2.410116,-24.41,20,ok,ok,,sf1
tpch,SQLALCHEMY,Q10,Returned Item Reporting,MySQL,Indexed,1,3.257521,3.269006,0.27,20,ok,ok,,sf1
tpch,DJANGO,Q11,Important Stock Identification,MySQL,Indexed,1,0.335699,0.334496,1.09,1048,ok,ok,,sf1
tpch,SQLALCHEMY,Q11,Important Stock Identification,MySQL,Indexed,1,0.332457,0.337357,1.34,1048,ok,ok,,sf1
tpch,DJANGO,Q12,Shipping Modes and Order Priority,MySQL,Indexed,1,0.569254,0.525946,-7.54,2,ok,ok,,sf1
tpch,SQLALCHEMY,Q12,Shipping Modes and Order Priority,MySQL,Indexed,1,0.569905,0.57277,0.5,2,ok,ok,,sf1
tpch,DJANGO,Q13,Customer Distribution,MySQL,Indexed,1,8.948634,9.283033,3.47,42,ok,ok,,sf1
tpch,SQLALCHEMY,Q13,Customer Distribution,MySQL,Indexed,1,8.924933,8.922307,-0.1,42,ok,ok,,sf1
tpch,DJANGO,Q14,Promotion Effect,MySQL,Indexed,1,0.779824,0.7889,1.13,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q14,Promotion Effect,MySQL,Indexed,1,0.78476,0.785906,0.19,1,ok,ok,,sf1
tpch,DJANGO,Q15,Top Supplier,MySQL,Indexed,1,1.307627,2.743485,109.5,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q15,Top Supplier,MySQL,Indexed,1,2.630819,2.632715,0.14,1,ok,ok,,sf1
tpch,DJANGO,Q16,Parts/Supplier Relationship,MySQL,Indexed,1,0.879184,0.891204,0.98,18314,ok,ok,,sf1
tpch,SQLALCHEMY,Q16,Parts/Supplier Relationship,MySQL,Indexed,1,0.917309,0.940844,2.66,18314,ok,ok,,sf1
tpch,DJANGO,Q17,Small-Quantity-Order Revenue,MySQL,Indexed,1,0.931855,0.939092,0.92,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q17,Small-Quantity-Order Revenue,MySQL,Indexed,1,0.929455,0.932109,0.25,1,ok,ok,,sf1
tpch,DJANGO,Q18,Large Volume Customer,MySQL,Indexed,1,22.015539,21.969894,-0.21,57,ok,ok,,sf1
tpch,SQLALCHEMY,Q18,Large Volume Customer,MySQL,Indexed,1,22.020701,22.003214,-0.08,57,ok,ok,,sf1
tpch,DJANGO,Q19,Discounted Revenue,MySQL,Indexed,1,0.328947,0.333572,1.38,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q19,Discounted Revenue,MySQL,Indexed,1,0.327783,0.329261,0.44,1,ok,ok,,sf1
tpch,DJANGO,Q20,Potential Part Promotion,MySQL,Indexed,1,1.243345,1.274946,2.75,186,ok,ok,,sf1
tpch,SQLALCHEMY,Q20,Potential Part Promotion,MySQL,Indexed,1,1.241535,1.243107,0.12,186,ok,ok,,sf1
tpch,DJANGO,Q21,Suppliers Who Kept Orders Waiting,MySQL,Indexed,1,3.153678,3.176941,0.69,100,ok,ok,,sf1
tpch,SQLALCHEMY,Q21,Suppliers Who Kept Orders Waiting,MySQL,Indexed,1,3.145371,3.154888,0.3,100,ok,ok,,sf1
tpch,DJANGO,Q22,Global Sales Opportunity,MySQL,Indexed,1,0.364704,0.387787,6.2,7,ok,ok,,sf1
tpch,SQLALCHEMY,Q22,Global Sales Opportunity,MySQL,Indexed,1,0.36266,0.365734,0.86,7,ok,ok,,sf1
tpcc,DJANGO,T1,New-Order,MySQL,Indexed,1,0.029373,0.055218,87.99,1,ok,ok,"drift: new_order +16, order +16, order_line +142 | drift: new_order +16, order +16, order_line +142",sf1
